180107,685.5,500.306076317288,153,128,1182,1317,1652,919,356,553,489,1350,295,261,1247,784,120,311,663,355,310,409,2333,1326,482,296,581,820,465,371,752,489,480,1202,683,739,871,201,758,592,312,528,287,618,1088,406,536,2325,82,721,995,82
195287,1921.44,1810.5331166261496,3527,2717,528,2909,3414,452,328,505,4380,355,174,198,1936,586,3365,1613,3757,787,3306,8938,774,255,6295,3401,2019,1559,2931,201,1264,77,88,623,220,1305,230,1758,3633,1407,3783,1351,1182,4373,4572,162,761,2341,1062,1912,2695,63
145309,2990.48,2532.784106393595,359,9507,992,5851,1100,541,2108,3316,1955,330,8663,583,718,1991,1087,637,5594,761,1756,4944,2738,2457,5027,2738,3023,1326,9802,2733,3757,10132,2814,185,888,3837,2088,349,3807,5652,5440,595,5393,4072,2145,540,3677,1995,1529,2648,814,4530
149557,2703.88,2136.999528685021,4184,6546,4267,1201,1027,2998,2283,2387,262,956,1230,2602,5734,3520,1114,4644,1500,1580,742,2332,465,222,929,1286,689,4495,4494,1677,278,3020,3963,2212,1705,2271,171,1743,3184,6542,7200,481,3414,3545,496,4209,695,2215,910,4773,8150,8651
183017,894.78,646.7842388308484,1315,1362,167,780,884,1612,604,1123,519,1463,1467,1517,298,715,347,649,1166,376,3615,437,442,180,287,585,714,1825,428,203,1286,1375,1200,2323,789,911,402,532,39,423,624,1342,707,1376,1052,98,1906,905,715,262,495,897
229297,675.86,498.485907925189,362,327,336,983,1617,1198,641,90,771,1577,1680,172,2315,187,222,586,453,627,477,702,1589,310,580,503,487,165,927,553,444,900,858,812,606,77,555,2166,592,339,344,317,437,745,401,830,727,451,208,834,453,260
142661,5292.38,5285.068139163392,3966,2918,16854,854,1701,3953,1108,11530,1233,1456,8398,4043,4114,22212,6188,1154,2827,1496,4911,643,464,2520,3539,685,544,1605,5405,5661,3773,3811,11206,3144,1405,3527,1286,3916,1160,19915,5218,2820,13689,19274,8138,3716,13466,3100,3185,2773,6612,7503
133789,2664.06,1886.07062868812,3410,1077,4260,3270,830,1091,2106,4189,5400,3034,341,3660,344,2915,8322,443,3672,172,2983,5530,4394,1736,3089,855,673,4908,1010,1429,1684,2582,2563,1472,2408,3648,896,1796,2520,1460,665,5540,5747,3450,730,3305,2256,6548,5960,1537,509,784
143371,4122.02,3271.080430010855,7316,8377,1189,13924,1386,783,375,3054,2107,8468,6898,265,2794,10999,3475,9126,8364,5788,11076,2223,5464,2666,3198,451,5086,400,879,2456,3850,3658,72,5445,2379,4779,7524,836,4584,5469,1602,1759,7949,4227,680,545,7775,2830,1979,5659,1643,2270
145157,4257.02,5058.611475454504,3554,2869,3411,6895,219,5300,272,2112,3999,7348,9943,4836,1412,10610,4978,3637,3811,8364,2690,3178,3355,14197,1813,516,18318,2267,1925,424,844,6071,1780,463,880,1905,29647,2398,2511,1377,1274,2713,601,920,1493,5111,2125,3220,4811,1081,6329,3044
146207,4679.32,4173.530833431089,1305,8042,3920,8590,3788,3591,170,3622,1479,3633,650,8680,153,635,1540,15489,7073,4551,3268,6185,3151,7181,7431,753,1286,11585,7990,8123,2034,698,2908,758,2487,3125,768,3566,7122,135,6965,2251,5579,18593,7558,13668,1267,2943,2122,11937,2673,945
220459,396.78,360.69872691763135,178,173,132,457,68,823,825,357,183,88,479,905,593,550,562,73,1005,707,1509,221,149,267,23,424,199,410,66,278,389,30,397,243,249,59,194,58,84,582,250,289,216,26,436,65,711,222,565,572,1799,699
143863,5961.0,5694.17039435948,20109,15511,3689,3783,5392,8185,4022,8092,9786,1780,18435,17996,4513,1948,4859,667,3801,8348,6616,1390,3302,3895,12914,1734,2009,14033,11747,19134,11872,1658,3781,19448,3754,1411,2802,3537,2189,520,250,3448,1987,1773,2191,2938,8873,1936,1183,555,3177,1077
188131,505.12,418.8810160415485,435,600,819,343,170,828,743,964,281,719,205,2564,416,138,255,926,991,819,426,574,377,21,541,729,207,238,730,642,221,218,448,306,337,245,153,212,549,131,121,274,143,175,1119,870,168,311,252,239,1133,930
