x_val,"4,5;11,12;25_22.csv","4,5;11,12;28_24.csv","4,5;11,12;31_26.csv","4,5;11,12;33_34.csv","4,5;11,12;34_28.csv","4,5;11,12;37_30.csv","4,5;11,12;40_32.csv","4,5;11,12;46_36.csv","4,5;11,12;49_38.csv","4,5;11,12;52_40.csv",4-5_11-12_58_44.csv
3.279279279279279,0.4671032278810511,0.28707860835247273,0.1164366646666836,0.00017581947964630644,0.06294599677827077,0.024948918559253526,0.002396701067819568,3.6602134774632473e-05,3.686790075288304e-09,1.2874703481536834e-17,0.004326091355565442
3.2912912912912913,0.47532207060533604,0.2940095080945467,0.11957077157674514,0.00020089271953175526,0.06414416643619737,0.025665587965701942,0.0026541361143913745,4.116535582953817e-05,4.430536836573829e-09,1.7377447962906068e-17,0.004394918451959855
3.3033033033033035,0.4833593416441851,0.3009735494065327,0.12283942344581263,0.00022908796014569288,0.06532873769097196,0.026391656294587063,0.0029298770149602206,4.6247708674739015e-05,5.318542135939701e-09,2.3424797036809848e-17,0.004464682909839259
3.315315315315315,0.4912302063238423,0.30796038161294825,0.12625702896510246,0.0002607241093536892,0.06650503073605386,0.027126221191998277,0.003224014818281198,5.1901686486616416e-05,6.377598401081059e-09,3.15360125577751e-17,0.00453539466044502
3.3273273273273274,0.4989522591339057,0.3149613601904432,0.1298379544271005,0.0002961426652255704,0.06767937406008429,0.027868448723580137,0.0035364756406209316,5.818427620361463e-05,7.639238062775065e-09,4.240126868555831e-17,0.00460706369217462
3.339339339339339,0.5065447966084735,0.321969781209419,0.13359613762555841,0.00033570795309559445,0.06885909157452749,0.028617599889383248,0.0038670065943410795,6.515724824190556e-05,9.14052695021411e-09,5.693667169745555e-17,0.0046797000500867734
3.3513513513513513,0.5140281897675137,0.3289810497558635,0.13754468474299583,0.00037980715461144194,0.07005247999236561,0.02937305748319231,0.004215163465570557,7.288745425026419e-05,1.0924982171166045e-08,7.635658226245174e-17,0.004753313835389087
3.3633633633633635,0.5214233380782721,0.3359927936133012,0.14169546265008678,0.000428850100182544,0.07126877621380345,0.030134352956874826,0.004580300587000559,8.144713185161764e-05,1.3043632541496843e-08,1.0226854847427356e-16,0.004827915204907957
3.3753753753753752,0.5287511701040689,0.34300493567850227,0.14605869977356803,0.00048326879587629854,0.0725181141246925,0.030901192895881228,0.004961563351062257,9.091421513769906e-05,1.555624200236214e-08,1.3679774426700522e-16,0.004903514370540588
3.3873873873873874,0.5360321478996545,0.35001973691450655,0.15064260893211393,0.0005435166558873609,0.07381146987076005,0.031673484654561046,0.005357883796543617,0.00010137264949191765,1.8532719109104323e-08,1.8274985510642334e-16,0.004980121598688953
3.399399399399399,0.5432857341064874,0.35704181635046445,0.15545304527084827,0.0006100674122772799,0.07516059437750211,0.03245136064209014,0.0057679796770529175,0.00011291270911470949,2.2054738618541393e-08,2.4382399102423433e-16,0.005057747209675571
3.4114114114114114,0.5505297923844514,0.36407814659099613,0.16049321164691416,0.0006834136748030571,0.07657793168217544,0.03323520069475074,0.006190357381872362,0.00012563131541620462,2.6217604467220233e-08,3.2489060156884356e-16,0.005136401577140901
3.4234234234234235,0.5577799115158616,0.37113801390424417,0.16576342255746404,0.0007640651153724395,0.07807652156648673,0.03402565192177193,0.006623319028198478,0.00013963235422420495,3.113238704989166e-08,4.3235372832019375e-16,0.0052160951274222225
3.4354354354354353,0.5650486681051005,0.37823292297360245,0.17126093600738304,0.0008525462540244898,0.0796698850545191,0.034823645373993836,0.007064973978440501,0.00015502698953259253,3.692837170368643e-08,5.746225250048587e-16,0.00529683833891383
3.4474474474474475,0.57234486820974,0.38537641967648995,0.1769798606572382,0.0009493938263701567,0.08137189158820084,0.03563040886152988,0.007513254957451721,0.0001719339712879944,4.375585970893444e-08,7.627241408539724e-16,0.005378641741408441
3.4594594594594597,0.5796728300650262,0.3925838024611606,0.18291114325860233,0.001055153716164754,0.08319660711823304,0.03644747524262,0.007965938853075142,0.0001904799344826671,5.178936796281618e-08,1.0110992270160263e-15,0.005461515915419523
3.4714714714714714,0.5870317842131364,0.3998716952315368,0.18904263887119951,0.0011703774411356103,0.08515812294487445,0.03727668552498687,0.008420672180451583,0.0002107996865912173,6.123127879813783e-08,1.338633028153256e-15,0.005545471491484623
3.4834834834834836,0.5944154707083766,0.40725746263337376,0.19535926376625132,0.0012956181853534868,0.08727036589012754,0.03812018616668123,0.008875001077928437,0.00023303648016028,7.231599723780652e-08,1.7699899420015535e-15,0.0056305191494493536
3.4954954954954953,0.601812004038064,0.4147584619493651,0.20184322835396026,0.0014314263773011326,0.08954689124826765,0.03898042003828683,0.009326405582395786,0.00025734226713619053,8.53146793273011e-08,2.3373384246861384e-15,0.005716669617731955
3.5075075075075075,0.609204055214099,0.4223911432954942,0.20847434502447504,0.001578344819325678,0.09200066090228874,0.039860110614001396,0.009772337807214513,0.0002838779312988206,1.0054060210329748e-07,3.0825772645102643e-15,0.005803933672568347
